Symbol,Sector,industry
MKTX,Finance,Investment Bankers/Brokers/Service
MRLN,Finance,Major Banks
MRACU,Finance,Business Services
MAR,Consumer Services,Hotels/Resorts
MBII,Basic Industries,Agricultural Chemicals
MRTN,Transportation,Trucking Freight/Courier Services
MMLP,Energy,Oil Refining/Marketing
MRVL,Technology,Semiconductors
MASI,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MCFT,Capital Goods,Marine Transportation
MTCH,Technology,"Computer Software: Programming, Data Processing"
MTLS,Technology,Computer Software: Prepackaged Software
MTRX,Basic Industries,Engineering & Construction
MAT,Consumer Non-Durables,Recreational Products/Toys
MATW,Capital Goods,Metal Fabrications
MVNR,Technology,Computer Software: Prepackaged Software
MAXN,Technology,Semiconductors
MXIM,Technology,Semiconductors
MCFE,Technology,Computer Software: Prepackaged Software
MGRC,Technology,Diversified Commercial Services
MDCA,Technology,Advertising
MDJH,Finance,Real Estate
MDRR,Consumer Services,Real Estate Investment Trusts
MDRRP,Consumer Services,Real Estate Investment Trusts
MBNKP,,
MFIN,Finance,Finance: Consumer Services
MFINL,Finance,Finance: Consumer Services
MDVL,Health Care,Major Pharmaceuticals
MDIA,Consumer Services,Broadcasting
MDNA,Health Care,Major Pharmaceuticals
MNOV,Health Care,Major Pharmaceuticals
MDGS,Health Care,Medical/Dental Instruments
MDGSW,Health Care,Medical/Dental Instruments
MRM,Consumer Services,Other Consumer Services
MDWD,Consumer Durables,Specialty Chemicals
MEDP,Health Care,Biotechnology: Commercial Physical & Biological Resarch
MTACU,Finance,Business Services
MEIP,Health Care,Major Pharmaceuticals
MGTX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MLCO,Consumer Services,Hotels/Resorts
MTSL,Public Utilities,Telecommunications Equipment
MELI,Miscellaneous,Business Services
MBWM,Finance,Major Banks
MERC,Basic Industries,Paper
MBIN,Finance,Major Banks
MBINO,Finance,Major Banks
MBINP,Finance,Major Banks
MFH,Technology,EDP Services
MRCY,Capital Goods,Electrical Products
MREO,Health Care,Major Pharmaceuticals
MCMJ,Finance,Business Services
MCMJW,Finance,Business Services
EBSB,Finance,Major Banks
VIVO,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MRBK,,
MMSI,Health Care,Medical/Dental Instruments
SNUG,,
MACK,Health Care,Major Pharmaceuticals
MRSN,Health Care,Major Pharmaceuticals
MRUS,Health Care,Major Pharmaceuticals
MESA,Transportation,Air Freight/Delivery Services
MLAB,Capital Goods,Industrial Machinery/Components
MESO,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CASH,Finance,Major Banks
MTCR,Health Care,Major Pharmaceuticals
METX,Consumer Services,Other Consumer Services
METXW,Consumer Services,Other Consumer Services
MEOH,Basic Industries,Major Chemicals
MCBS,Finance,Major Banks
MGEE,Energy,Electric Utilities: Central
MGPI,Consumer Non-Durables,Beverages (Production/Distribution)
MBOT,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MCHP,Technology,Semiconductors
MU,Technology,Semiconductors
MSFT,Technology,Computer Software: Prepackaged Software
MSTR,Technology,Computer Software: Prepackaged Software
MVIS,Capital Goods,Industrial Machinery/Components
MICT,Capital Goods,Electrical Products
MPB,Finance,Major Banks
MTP,Health Care,Major Pharmaceuticals
MCEP,Energy,Oil & Gas Production
MBCN,Finance,Major Banks
MSEX,Public Utilities,Water Supply
MSBI,Finance,Major Banks
MSVB,Finance,Savings Institutions
MDWT,Finance,Life Insurance
MOFG,Finance,Major Banks
MIST,Health Care,Major Pharmaceuticals
MLND,Health Care,Major Pharmaceuticals
TIGO,Public Utilities,Telecommunications Equipment
MIME,Technology,Computer Software: Prepackaged Software
MDXG,Health Care,Medical/Dental Instruments
MNDO,Technology,EDP Services
MIND,Capital Goods,Industrial Machinery/Components
MINDP,Capital Goods,Industrial Machinery/Components
NERV,Health Care,Major Pharmaceuticals
YGMZ,Consumer Services,Transportation Services
MGEN,Health Care,Medical Specialities
MRTX,Health Care,Major Pharmaceuticals
MIRM,Health Care,Major Pharmaceuticals
MSON,Capital Goods,Medical Specialities
AVO,Consumer Non-Durables,Farming/Seeds/Milling
MITK,Technology,Computer peripheral equipment
MKSI,Capital Goods,Industrial Machinery/Components
MMAC,Finance,Real Estate
MTC,,
MRNA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MOGO,Finance,Finance: Consumer Services
MWK,Consumer Durables,Home Furnishings
MKD,Miscellaneous,Business Services
MTEM,Health Care,Major Pharmaceuticals
MBRX,Health Care,Major Pharmaceuticals
MOMO,Technology,Computer Software: Prepackaged Software
MKGI,Consumer Services,Transportation Services
MCRI,Consumer Services,Hotels/Resorts
MDLZ,Consumer Non-Durables,Packaged Foods
MGI,Miscellaneous,Business Services
MDB,Technology,Computer Software: Prepackaged Software
MPWR,Technology,Semiconductors
MNPR,Health Care,Major Pharmaceuticals
MNRO,Consumer Services,Automotive Aftermarket
MRCC,,
MRCCL,,
MNST,Consumer Non-Durables,Beverages (Production/Distribution)
MAAC,Finance,Business Services
MAACU,Finance,Business Services
MAACW,Finance,Business Services
MORN,Finance,Investment Managers
MORF,Health Care,Major Pharmaceuticals
MOR,Health Care,Major Pharmaceuticals
MOSY,Technology,Semiconductors
MOTN,Finance,Business Services
MOTNU,Finance,Business Services
MOTNW,Finance,Business Services
MPAA,Capital Goods,Auto Parts:O.E.M.
MOTS,Health Care,Medical/Dental Instruments
MCAC,Consumer Services,Other Specialty Stores
MCACR,Consumer Services,Other Specialty Stores
MCACU,Consumer Services,Other Specialty Stores
MOXC,Technology,"Computer Software: Programming, Data Processing"
COOP,Finance,Finance: Consumer Services
MTBC,Technology,Computer Software: Prepackaged Software
MTBCP,Technology,Computer Software: Prepackaged Software
MTSC,Capital Goods,Industrial Machinery/Components
MUDSU,Finance,Business Services
GRIL,Consumer Services,Restaurants
MBIO,Health Care,Major Pharmaceuticals
MVBF,Finance,Major Banks
MYSZ,Technology,Computer Software: Prepackaged Software
MYRG,Basic Industries,Water Supply
MYGN,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NBRV,Health Care,Major Pharmaceuticals
NAKD,Consumer Non-Durables,Apparel
NNDM,Technology,Electrical Products
NBTX,Health Care,Major Pharmaceuticals
NSTG,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NAOV,Health Care,Industrial Specialties
NNOX,Health Care,Medical Electronics
NH,Technology,EDP Services
NK,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NSSC,Capital Goods,Telecommunications Equipment
NDAQ,Finance,Investment Bankers/Brokers/Service
NTRA,Health Care,Medical Specialities
NATH,Consumer Services,Restaurants
NKSH,Finance,Major Banks
FIZZ,Consumer Non-Durables,Beverages (Production/Distribution)
NCMI,Consumer Services,Advertising
NESR,Energy,Oilfield Services/Equipment
NESRW,Energy,Oilfield Services/Equipment
NGHCO,Finance,Property-Casualty Insurers
NGHCP,Finance,Property-Casualty Insurers
NGHCZ,Finance,Property-Casualty Insurers
NHLD,Finance,Investment Bankers/Brokers/Service
NHLDW,Finance,Investment Bankers/Brokers/Service
NATI,Technology,Computer Software: Prepackaged Software
NRC,Health Care,Biotechnology: Commercial Physical & Biological Resarch
NSEC,Finance,Life Insurance
EYE,Health Care,Ophthalmic Goods
NWLI,Finance,Life Insurance
NAII,Consumer Durables,Specialty Chemicals
NHTC,Consumer Durables,Consumer Specialties
NOACU,Finance,Business Services
NATR,Health Care,Major Pharmaceuticals
NTUS,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
JSM,Finance,Finance: Consumer Services
NAVI,Finance,Investment Bankers/Brokers/Service
NMCI,Transportation,Marine Transportation
NBTB,Finance,Major Banks
NCNO,Technology,Computer Software: Prepackaged Software
NCSM,Energy,Oilfield Services/Equipment
NEBCU,Finance,Business Services
NKTR,Health Care,Major Pharmaceuticals
NMRD,Health Care,Medical/Dental Instruments
NGMS,Consumer Services,Services-Misc. Amusement & Recreation
NEOG,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NEO,Health Care,Precision Instruments
NLTX,Health Care,Major Pharmaceuticals
NEON,Capital Goods,Industrial Machinery/Components
NEOS,Health Care,Major Pharmaceuticals
NVCN,Health Care,Medical/Dental Instruments
NEPH,Health Care,Medical/Dental Instruments
NEPT,Health Care,Major Pharmaceuticals
UEPS,Finance,Investment Bankers/Brokers/Service
NETE,Technology,EDP Services
NTAP,Technology,Electronic Components
NTES,Miscellaneous,Business Services
NFLX,Consumer Services,Consumer Electronics/Video Chains
NTGR,Public Utilities,Telecommunications Equipment
NTCT,Technology,EDP Services
NTWK,Technology,Computer Software: Prepackaged Software
NBSE,Health Care,Major Pharmaceuticals
NRBO,Health Care,Major Pharmaceuticals
NBIX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NURO,Health Care,Medical/Dental Instruments
STIM,Health Care,Medical/Dental Instruments
NFE,Public Utilities,Oil/Gas Transmission
NMFC,,
NMFCL,,
NPA,Finance,Business Services
NPAUU,Finance,Business Services
NPAWW,Finance,Business Services
NYMT,Consumer Services,Real Estate Investment Trusts
NYMTM,Consumer Services,Real Estate Investment Trusts
NYMTN,Consumer Services,Real Estate Investment Trusts
NYMTO,Consumer Services,Real Estate Investment Trusts
NYMTP,Consumer Services,Real Estate Investment Trusts
NBEV,Consumer Non-Durables,Beverages (Production/Distribution)
NEWA,Basic Industries,Miscellaneous
NBAC,Finance,Business Services
NBACR,Finance,Business Services
NBACU,Finance,Business Services
NBACW,Finance,Business Services
NWL,Consumer Non-Durables,Plastic Products
NHIC,Finance,Business Services
NHICU,Finance,Business Services
NHICW,Finance,Business Services
NMRK,Finance,Real Estate
NWS,Consumer Services,Newspapers/Magazines
NWSA,Consumer Services,Newspapers/Magazines
NEWT,,
NEWTI,,
NEWTL,,
NXMD,,
NXST,Consumer Services,Broadcasting
NXTC,Health Care,Major Pharmaceuticals
NEXT,Public Utilities,Oil & Gas Production
NGAC,Finance,Business Services
NGACU,Finance,Business Services
NGACW,Finance,Business Services
NXGN,Technology,EDP Services
NGM,Health Care,Major Pharmaceuticals
NODK,Finance,Property-Casualty Insurers
EGOV,Miscellaneous,Business Services
NICE,Technology,Computer Software: Prepackaged Software
NICK,Finance,Finance Companies
NCBS,Finance,Major Banks
NKLA,Capital Goods,Auto Manufacturing
NISN,Capital Goods,Metal Fabrications
NIU,Capital Goods,Auto Manufacturing
NKTX,Health Care,Major Pharmaceuticals
LASR,Technology,Semiconductors
NLSP,Health Care,Major Pharmaceuticals
NLSPW,Health Care,Major Pharmaceuticals
NMIH,Finance,Property-Casualty Insurers
NNBR,Capital Goods,Metal Fabrications
NBLX,Energy,Natural Gas Distribution
NDLS,Consumer Services,Restaurants
NDSN,Capital Goods,Industrial Machinery/Components
NSYS,Capital Goods,Industrial Machinery/Components
NMMC,Finance,Business Services
NMMCU,Finance,Business Services
NMMCW,Finance,Business Services
NBN,Finance,Major Banks
NTIC,Capital Goods,Industrial Specialties
NTRS,Finance,Major Banks
NTRSO,Finance,Major Banks
NFBK,Finance,Savings Institutions
NRIM,Finance,Savings Institutions
NWBI,Finance,Major Banks
NWPX,Basic Industries,Steel/Iron Ore
NWE,Public Utilities,Power Generation
NLOK,Technology,Computer Software: Prepackaged Software
NWFL,Finance,Major Banks
NVFY,Consumer Durables,Home Furnishings
NVMI,Capital Goods,Electronic Components
NOVN,Health Care,Major Pharmaceuticals
NOVT,Miscellaneous,Industrial Machinery/Components
NVAX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NVCR,Health Care,Medical/Dental Instruments
NOVS,Consumer Non-Durables,Farming/Seeds/Milling
NOVSU,Consumer Non-Durables,Farming/Seeds/Milling
NOVSW,Consumer Non-Durables,Farming/Seeds/Milling
NUAN,Technology,Computer Software: Prepackaged Software
NCNA,Health Care,Major Pharmaceuticals
NRIX,Health Care,Major Pharmaceuticals
NTNX,Technology,Computer Software: Prepackaged Software
NUVA,Health Care,Medical/Dental Instruments
QQQX,,
NUZE,Consumer Services,Other Specialty Stores
NVEE,Consumer Services,Other Consumer Services
NVEC,Technology,Semiconductors
NVDA,Technology,Semiconductors
NXPI,Technology,Semiconductors
NXTD,Consumer Services,Diversified Commercial Services
NYMX,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
OIIM,Technology,Semiconductors
OVLY,Finance,Major Banks
OCSL,,
OCSI,,
OMP,Energy,Oil & Gas Production
OAS,Energy,Oil & Gas Production
OBLN,Health Care,Medical/Dental Instruments
OBSV,Health Care,Major Pharmaceuticals
OBCI,Consumer Durables,Specialty Chemicals
OPTT,Public Utilities,Electric Utilities: Central
OCFC,Finance,Savings Institutions
OCFCP,Finance,Savings Institutions
OFED,Finance,Savings Institutions
OCGN,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OCUL,Health Care,Major Pharmaceuticals
OCUP,Health Care,Major Pharmaceuticals
ODT,Health Care,Major Pharmaceuticals
OMEX,Consumer Services,Marine Transportation
OPI,Finance,Real Estate
OPINI,Finance,Real Estate
OPINL,Finance,Real Estate
OFS,,
OFSSG,,
OFSSI,,
OFSSL,,
OFSSZ,,
OCCI,,
OCCIP,,
OVBC,Finance,Major Banks
OKTA,Technology,Computer Software: Prepackaged Software
ODFL,Transportation,Trucking Freight/Courier Services
ONB,Finance,Major Banks
OPOF,Finance,Major Banks
OSBC,Finance,Major Banks
OLMA,Health Care,Major Pharmaceuticals
OLLI,Consumer Services,Department/Specialty Retail Stores
ZEUS,Basic Industries,Metal Fabrications
OFLX,Capital Goods,Industrial Specialties
OMER,Health Care,Major Pharmaceuticals
OMCL,Technology,Computer Manufacturing
ON,Technology,Semiconductors
ONCY,Health Care,Major Pharmaceuticals
ONTX,Health Care,Major Pharmaceuticals
ONTXW,Health Care,Major Pharmaceuticals
ONCR,Health Care,Major Pharmaceuticals
ONCS,Health Care,Major Pharmaceuticals
ONCT,Health Care,Major Pharmaceuticals
ONDS,Technology,Radio And Television Broadcasting And Communications Equipment
OSS,Technology,Computer Manufacturing
OSPN,Technology,EDP Services
OSW,Consumer Services,Hotels/Resorts
ONEW,Consumer Services,Other Specialty Stores
OTRK,Health Care,Misc Health and Biotechnology Services
OTRKP,Health Care,Misc Health and Biotechnology Services
OPBK,Finance,Major Banks
LPRO,Finance,Finance: Consumer Services
OTEX,Technology,EDP Services
OPEN,Finance,Real Estate
OPENW,Finance,Real Estate
OPRA,Technology,Computer Software: Prepackaged Software
OPGN,Health Care,Medical Specialities
OPNT,Health Care,Major Pharmaceuticals
OPK,Health Care,Major Pharmaceuticals
OPRT,Finance,Finance: Consumer Services
OPT,,
OBAS,Finance,Real Estate
OCC,Basic Industries,Telecommunications Equipment
OPRX,Miscellaneous,Business Services
OPHC,Finance,Major Banks
OPTN,Health Care,Major Pharmaceuticals
OPCH,Health Care,Medical/Nursing Services
ORMP,Health Care,Major Pharmaceuticals
OSUR,Health Care,Medical/Dental Instruments
ORBC,Consumer Services,Telecommunications Equipment
OEG,Technology,Electronic Components
ORTX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ORLY,Consumer Services,Other Specialty Stores
OGI,Health Care,Major Pharmaceuticals
ORGO,Health Care,Major Pharmaceuticals
ONVO,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ORGS,Health Care,Major Pharmaceuticals
ORIC,Health Care,Major Pharmaceuticals
OCG,Consumer Services,Other Consumer Services
SEED,Consumer Non-Durables,Farming/Seeds/Milling
OBNK,Finance,Major Banks
OESX,Consumer Durables,Building Products
ORPH,Health Care,Major Pharmaceuticals
ORRF,Finance,Major Banks
OFIX,Health Care,Medical/Dental Instruments
KIDS,Health Care,Medical/Dental Instruments
OSIS,Technology,Semiconductors
OSMT,Health Care,Major Pharmaceuticals
OSN,Basic Industries,Steel/Iron Ore
OTEL,Public Utilities,Telecommunications Equipment
OTG,,
OTIC,Health Care,Major Pharmaceuticals
OTRA,Finance,Business Services
OTRAU,Finance,Business Services
OTRAW,Finance,Business Services
OTTR,Public Utilities,Electric Utilities: Central
OTLK,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OTLKW,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OM,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
OSTK,Consumer Services,Catalog/Specialty Distribution
OVID,Health Care,Major Pharmaceuticals
OXBR,Finance,Property-Casualty Insurers
OXBRW,Finance,Property-Casualty Insurers
OXFD,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
OXLC,,
OXLCM,,
OXLCO,,
OXLCP,,
OXSQ,,
OXSQL,,
OXSQZ,,
OYST,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OZON,Consumer Services,Catalog/Specialty Distribution
PFIN,Technology,Industrial Machinery/Components
PTSI,Transportation,Trucking Freight/Courier Services
PCAR,Capital Goods,Auto Manufacturing
HERD,,
ECOW,,
VETS,,
PACB,Capital Goods,Biotechnology: Laboratory Analytical Instruments
PMBC,Finance,Major Banks
PPBI,Finance,Major Banks
PCRX,Health Care,Major Pharmaceuticals
PTVE,Consumer Durables,Containers/Packaging
PACW,Finance,Major Banks
PAE,Consumer Services,Diversified Commercial Services
PAEWW,Consumer Services,Diversified Commercial Services
PRFX,Health Care,Major Pharmaceuticals
PLMR,Finance,Property-Casualty Insurers
PAAS,Basic Industries,Precious Metals
PBLA,Health Care,Major Pharmaceuticals
PAND,Health Care,Major Pharmaceuticals
PANL,Transportation,Marine Transportation
PZZA,Consumer Services,Restaurants
PRTK,Health Care,Major Pharmaceuticals
PCYG,Technology,EDP Services
PKBK,Finance,Major Banks
PKOH,Capital Goods,Industrial Specialties
PTNR,Public Utilities,Telecommunications Equipment
PTRS,Finance,Major Banks
PASG,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PBHC,Finance,Major Banks
PATK,Capital Goods,Auto Parts:O.E.M.
PNBK,Finance,Major Banks
PATI,Transportation,Trucking Freight/Courier Services
PDCO,Health Care,Medical Specialities
PTEN,Energy,Oil & Gas Production
PAVM,Health Care,Medical/Dental Instruments
PAVMW,Health Care,Medical/Dental Instruments
PAVMZ,Health Care,Medical/Dental Instruments
PXMD,,
PAYA,Miscellaneous,Business Services
PAYAW,Miscellaneous,Business Services
PAYX,Consumer Services,Diversified Commercial Services
PCTY,Technology,Computer Software: Prepackaged Software
PYPL,Miscellaneous,Business Services
PAYS,Miscellaneous,Business Services
CNXN,Consumer Services,Catalog/Specialty Distribution
PCB,Finance,Major Banks
PCIM,,
PCSB,Finance,Banks
PCTI,Technology,Radio And Television Broadcasting And Communications Equipment
PDCE,Energy,Oil & Gas Production
PDFS,Technology,Computer Software: Prepackaged Software
PDLB,Finance,Savings Institutions
PDSB,Health Care,Major Pharmaceuticals
PGC,Finance,Commercial Banks
PEGA,Technology,EDP Services
PTON,Energy,Consumer Electronics/Appliances
PENN,Consumer Services,Hotels/Resorts
PVAC,Energy,Oil & Gas Production
PFLT,,
PNNT,,
PNNTG,,
PWOD,Finance,Major Banks
PEBO,Finance,Major Banks
PEBK,Finance,Major Banks
PFIS,Finance,Major Banks
PBCT,Finance,Savings Institutions
PBCTP,Finance,Savings Institutions
PEP,Consumer Non-Durables,Beverages (Production/Distribution)
PRDO,Consumer Services,Other Consumer Services
PRFT,Technology,EDP Services
PSHG,Transportation,Marine Transportation
PFMT,Consumer Services,Other Consumer Services
PERI,Technology,EDP Services
PESI,Basic Industries,Environmental Services
PPIH,Capital Goods,Pollution Control Equipment
PSNL,Health Care,Medical Specialities
PETQ,Health Care,Other Pharmaceuticals
PETS,Health Care,Medical/Nursing Services
PAIC,Finance,Business Services
PAICU,Finance,Business Services
PAICW,Finance,Business Services
PTPI,Health Care,Major Pharmaceuticals
PFSW,Miscellaneous,Business Services
PHAR,Health Care,Major Pharmaceuticals
PHAS,Health Care,Major Pharmaceuticals
PHAT,Health Care,Major Pharmaceuticals
PFX,,
PFXNL,,
PAHC,Health Care,Major Pharmaceuticals
PHIO,Health Care,Major Pharmaceuticals
PHIOW,Health Care,Major Pharmaceuticals
PLAB,Technology,Semiconductors
PHUN,Technology,EDP Services
PHUNW,Technology,EDP Services
PICO,Finance,Real Estate
PLL,,
PIRS,Health Care,Major Pharmaceuticals
PPC,Consumer Non-Durables,Meat/Poultry/Fish
PDD,Miscellaneous,Business Services
PME,,
PNFP,Finance,Major Banks
PNFPP,Finance,Major Banks
PT,Technology,"Computer Software: Programming, Data Processing"
PBFS,Finance,Banks
PPSI,Consumer Durables,Electrical Products
PXLW,Technology,Semiconductors
PAA,Energy,Natural Gas Distribution
PAGP,Energy,Natural Gas Distribution
PLYA,Consumer Services,Hotels/Resorts
PLXS,Technology,Electrical Products
PLRX,Health Care,Major Pharmaceuticals
PLUG,Energy,Industrial Machinery/Components
PLBC,Finance,Finance Companies
PS,Technology,"Computer Software: Programming, Data Processing"
PSTI,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PSTV,Health Care,Medical/Dental Instruments
PLXP,Health Care,Major Pharmaceuticals
PMVP,Health Care,Major Pharmaceuticals
PCOM,Miscellaneous,Business Services
POLA,Miscellaneous,Industrial Machinery/Components
PTE,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PYPD,Health Care,Medical/Dental Instruments
POOL,Consumer Durables,Industrial Specialties
BPOP,Finance,Major Banks
BPOPM,Finance,Major Banks
BPOPN,Finance,Major Banks
PHICU,Finance,Business Services
PRCH,Technology,Computer Software: Prepackaged Software
PRCHW,Technology,Computer Software: Prepackaged Software
KCAPL,,
PTMN,,
PSTX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PBPB,Consumer Services,Restaurants
PCH,Consumer Services,Real Estate Investment Trusts
POWL,Consumer Durables,Electrical Products
POWI,Technology,Semiconductors
PBTS,Technology,EDP Services
PWFL,Capital Goods,Telecommunications Equipment
PPD,Health Care,Biotechnology: Commercial Physical & Biological Resarch
PRAA,Finance,Finance: Consumer Services
PRAH,Health Care,Biotechnology: Commercial Physical & Biological Resarch
PRAX,Health Care,Major Pharmaceuticals
PGEN,Health Care,Major Pharmaceuticals
PRPO,Capital Goods,Biotechnology: Laboratory Analytical Instruments
DTIL,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
POAI,Health Care,Industrial Specialties
PFBC,,
PLPC,Basic Industries,Water Supply
PRLD,Health Care,Major Pharmaceuticals
PFBI,Finance,Major Banks
PFC,Finance,Major Banks
PINC,Consumer Services,Other Consumer Services
SQFT,Consumer Services,Real Estate Investment Trusts
PBIO,,
PRVL,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PRGX,Consumer Services,Diversified Commercial Services
PSMT,Consumer Services,Department/Specialty Retail Stores
PNRG,Energy,Oil & Gas Production
PRIM,Basic Industries,Water Supply
PFG,Finance,Accident &Health Insurance
BTEC,,
PDEV,,
GENY,,
PSET,,
USMC,,
PSC,,
PY,,
PRTH,Miscellaneous,Business Services
PCSA,Health Care,Major Pharmaceuticals
UFO,,
PDEX,Health Care,Medical/Dental Instruments
IPDN,Technology,"Computer Software: Programming, Data Processing"
PFHD,Finance,Major Banks
PFIE,Energy,Metal Fabrications
PROF,Health Care,Medical/Dental Instruments
PROG,Health Care,Medical Specialities
PRGS,Technology,Computer Software: Prepackaged Software
PGNY,Health Care,Misc Health and Biotechnology Services
PFPT,Technology,EDP Services
PSAC,Finance,Business Services
PSACU,Finance,Business Services
PSACW,Finance,Business Services
PRPH,Health Care,Major Pharmaceuticals
PTICU,Finance,Business Services
PRQR,Health Care,Major Pharmaceuticals
EQRR,,
BIB,,
TQQQ,,
SQQQ,,
BIS,,
PSEC,,
PTGX,Health Care,Major Pharmaceuticals
TARA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PTVCA,Finance,Property-Casualty Insurers
PTVCB,Finance,Property-Casualty Insurers
PRTA,Health Care,Major Pharmaceuticals
PRVB,Health Care,Major Pharmaceuticals
PVBC,Finance,Savings Institutions
PROV,Finance,Savings Institutions
PBIP,Finance,Banks
PMD,Health Care,Medical Specialities
PTC,Technology,Computer Software: Prepackaged Software
PTCT,Health Care,Major Pharmaceuticals
PUBM,Technology,"Computer Software: Programming, Data Processing"
PHCF,Finance,Investment Managers
PULM,Health Care,Major Pharmaceuticals
LUNG,Health Care,Medical/Dental Instruments
PLSE,Health Care,Medical/Dental Instruments
PBYI,Health Care,Major Pharmaceuticals
PCYO,Public Utilities,Water Supply
PRTC,Health Care,Major Pharmaceuticals
PPBT,Health Care,Major Pharmaceuticals
PRPL,Consumer Durables,Home Furnishings
PUYI,Finance,Investment Managers
PXS,Transportation,Marine Transportation
PXSAP,Transportation,Marine Transportation
PXSAW,Transportation,Marine Transportation
QK,Finance,Real Estate
QADA,Technology,Computer Software: Prepackaged Software
QADB,Technology,Computer Software: Prepackaged Software
QCRH,Finance,Major Banks
QELL,Finance,Business Services
QELLU,Finance,Business Services
QELLW,Finance,Business Services
QIWI,Miscellaneous,Business Services
QRVO,Technology,Semiconductors
QCOM,Technology,Radio And Television Broadcasting And Communications Equipment
QLGN,Health Care,Major Pharmaceuticals
QLYS,Technology,Computer Software: Prepackaged Software
QTRX,Capital Goods,Biotechnology: Laboratory Analytical Instruments
QMCO,Technology,Electronic Components
QRHC,Technology,Diversified Commercial Services
QH,Miscellaneous,Business Services
QUIK,Technology,Semiconductors
QDEL,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
QNST,Miscellaneous,Business Services
QUMU,Technology,Computer Software: Prepackaged Software
QTNT,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
QRTEA,Consumer Services,Catalog/Specialty Distribution
QRTEB,Consumer Services,Catalog/Specialty Distribution
QRTEP,Consumer Services,Catalog/Specialty Distribution
QTT,Technology,"Computer Software: Programming, Data Processing"
RCM,Consumer Services,Other Consumer Services
RXT,Technology,"Computer Software: Programming, Data Processing"
RADA,Technology,Electronic Components
RDCM,Technology,Computer peripheral equipment
RADI,Consumer Services,Real Estate
RDUS,Health Care,Major Pharmaceuticals
RDNT,Health Care,Medical Specialities
RDWR,Miscellaneous,Business Services
METC,Energy,Coal Mining
RMBS,Technology,Semiconductors
RAND,Finance,Finance: Consumer Services
RNDB,Finance,Major Banks
RPD,Technology,Computer Software: Prepackaged Software
RAPT,Health Care,Major Pharmaceuticals
RTLR,Public Utilities,Natural Gas Distribution
RAVE,Consumer Non-Durables,Food Distributors
RAVN,Capital Goods,Specialty Chemicals
RBB,Finance,Major Banks
ROLL,Capital Goods,Metal Fabrications
RICK,Consumer Services,Restaurants
RCMT,Technology,Professional Services
RDI,Consumer Services,Movies/Entertainment
RDIB,Consumer Services,Movies/Entertainment
RNWK,Technology,EDP Services
RP,Technology,Computer Software: Prepackaged Software
RETA,Health Care,Major Pharmaceuticals
RCHG,Finance,Business Services
RCHGU,Finance,Business Services
RCHGW,Finance,Business Services
RCON,Energy,Oilfield Services/Equipment
REPH,Health Care,Major Pharmaceuticals
RRBI,Finance,Major Banks
RRGB,Consumer Services,Restaurants
RRR,Consumer Services,Hotels/Resorts
RDVT,Technology,Computer Software: Prepackaged Software
RDFN,Finance,Real Estate
RDHL,Health Care,Major Pharmaceuticals
REED,Consumer Non-Durables,Beverages (Production/Distribution)
REG,Consumer Services,Real Estate Investment Trusts
REGN,Health Care,Major Pharmaceuticals
RGNX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RGLS,Health Care,Major Pharmaceuticals
REKR,Capital Goods,Telecommunications Equipment
RLAY,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RBNC,Finance,Major Banks
RLMD,Health Care,Major Pharmaceuticals
MARK,Consumer Services,Telecommunications Equipment
RNLX,Health Care,Medical Specialities
RNST,Finance,Major Banks
REGI,Basic Industries,Major Chemicals
