,Sector,industry,Market Cap,Enterprise Value,Shares Outstanding,PEG Ratio,Price/Book,Price/Sales,Forward P/E,Trailing P/E,Quarterly Revenue Growth,Average Dividend Yield,Held by Insiders,Held by Institutions,Gross Profit,EBITDA,EBIT_Q,EBIT_Y,Quarterly Earnings Growth,Total Cash,Diluted EPS,Quarterly Cash Growth,Cash,Net Income Q,Net Income Y
ARDS,Health Care,Major Pharmaceuticals,62910000.0,57410000.0,10070000.0,,5.4,55.7,,2.8,,,0.3703,0.0184,-23060000.0,-21930000.0,-5792000.0,-29087000.0,,6210000.0,-2.4,-0.47409414155096513,6212000.0,-5786000.0,-29681000.0
ARKR,Consumer Services,Restaurants,67600000.0,151860000.0,3500000.0,,1.8,0.6,,11.4,-0.478,4.6,0.4824,0.2072,21540000.0,-3380000.0,-2536000.0,-7295000.0,,16890000.0,-1.3,-0.18523522316043425,16886000.0,-1897000.0,-4688000.0
ARKO,Consumer Non-Durables,Food Chains,,,124130000.0,,,,,,-0.17300000000000001,,0.2418,0.34159999999999996,2290000000.0,,157543000.0,182219000.0,,,,0.10737319462207942,567985000.0,9651000.0,-216245000.0
ARKOW,Consumer Non-Durables,Food Chains,,,,,,,,,-0.17300000000000001,,,,2290000000.0,,157543000.0,182219000.0,,,,0.10737319462207942,567985000.0,9651000.0,-216245000.0
ARRY,Consumer Durables,Miscellaneous manufacturing industries,5830000000.0,5810000000.0,126990000.0,2.4,15.4,6.3,52.6,75.4,-0.295,,0.21969999999999998,0.7767000000000001,150760000.0,181830000.0,8484000.0,84049000.0,,27140000.0,0.8,0.4732157394843962,27144000.0,-7232000.0,39745000.0
DWCR,,,,,,,,,,,,,,,,,,,,,,,,,
DWAT,,,,,,,,,,,,,,,,,,,,,,,,,
AROW,Finance,Major Banks,481470000.0,,15490000.0,,1.4,3.8,,12.6,0.063,3.0,0.0338,0.42950000000000005,114530000.0,,0.0,0.0,0.09699999999999999,457030000.0,2.4,0.7793895842381648,450666000.0,11046000.0,37475000.0
ARWR,Health Care,Major Pharmaceuticals,8300000000.000001,8000000000.0,102290000.0,,17.9,92.4,111.1,478.5,-0.8240000000000001,,0.026000000000000002,0.6706,87990000.0,-87220000.0,-50119092.0,-93158803.0,,315490000.0,-0.8,-0.34533579361767325,143582667.0,-48432715.0,-84553226.0
ARTL,Health Care,Major Pharmaceuticals,15240000.0,7850000.0,15710000.0,,1.6,,,,,,0.0782,0.28850000000000003,,-4780000.0,-1435212.0,-4685775.0,,7390000.0,-0.882,2.449317296524113,7388686.0,-1434645.0,-4654862.0
ARTLW,Health Care,Major Pharmaceuticals,,,,,,,,,,,,,,,,,,,,,,,
ARTNA,Public Utilities,Water Supply,357630000.0,522360000.0,8460000.0,,2.1,4.1,,21.4,0.09699999999999999,2.7,0.044000000000000004,0.5283,41090000.0,38870000.0,8653000.0,25106000.0,0.136,249.0,1.7,-0.3324396782841823,249000.0,5063000.0,14925000.0
AACQ,Finance,Business Services,987130000.0,985870000.0,,,,,,,,,,,,,-140272.0,,,,,,1261683.0,-62185.0,
AACQU,Finance,Business Services,,,,,,,,,,,,,,,,,,,,,,,
AACQW,Finance,Business Services,,,,,,,,,,,,,,,,,,,,,,,
ARTW,Capital Goods,Industrial Machinery/Components,13790000.0,19640000.0,4430000.0,,1.3,0.5,,,0.175,,0.5982999999999999,0.042800000000000005,3930000.0,-932.95,-513294.0,-1496881.0,,4.2,-0.422,0.42469470827679784,4200.0,-423611.0,-1419586.0
ARVN,Health Care,Major Pharmaceuticals,3800000000.0,3560000000.0,47300000.0,,19.3,130.8,,,-0.747,,0.1204,0.7678,42980000.0,-101780000.0,-31748067.0,-51524514.0,,248560000.0,-2.5,3.121067826587587,88988921.0,-30819866.0,-70292227.0
ARYA,Finance,Business Services,214070000.0,213010000.0,15450000.0,,,,,,,,0.0323,0.8464,,,-174671.0,,,1060000.0,-0.08,,1064954.0,-158991.0,
ASND,Health Care,Major Pharmaceuticals,8490000000.0,7400000000.0,53750000.0,,7.3,715.7,,,0.22899999999999998,,0.0003,1.016,13380000.0,,-78825000.0,-226719000.0,,,-3.8,2.173059578977993,763454000.0,-121741000.0,-218016000.0
APWC,Basic Industries,Telecommunications Equipment,50990000.0,18790000.0,13820000.0,,0.3,0.1,,,-0.106,,0.7548,0.063,24790000.0,13440000.0,5673000.0,-191000.0,,44580000.0,0.051,-0.15753670565559985,44584000.0,1175000.0,-1632000.0
ASLN,Health Care,Major Pharmaceuticals,75600000.0,82200000.0,37990000.0,,6.0,19.0,,,,,0.0,0.1072,79820000.0,-17940000.0,-3532809.0,-694416000.0,,12060000.0,-1.167,-0.9703564879904828,12060285.0,-3476002.0,-1450515000.0
ASML,Technology,Industrial Machinery/Components,200700000000.0,200970000000.0,419500000.0,2.2,12.0,12.1,42.0,49.8,0.325,0.9,0.0,0.1834,5280000000.0,,1215900000.0,2790800000.0,0.6940000000000001,,6.9,0.009259523877568518,3531500000.0,1061500000.0,2592300000.0
ASPU,Consumer Services,Other Consumer Services,243720000.0,240250000.0,24450000.0,1.1,4.6,3.6,44.2,,0.40399999999999997,,0.059699999999999996,0.6759999999999999,39420000.0,-3240000.0,-2797247.0,-2818341.0,,12240000.0,-0.3,-0.23029847930974037,12237710.0,-4370525.0,-5659065.0
AZPN,Technology,EDP Services,9690000000.0,9840000000.0,67780000.0,2.1,19.0,17.0,28.6,46.9,-0.18,,0.0058,1.0112,537110000.0,247390000.0,34170000.0,257359000.0,-0.389,317510000.0,3.0,0.10325021890505776,317511000.0,32711000.0,229671000.0
AWH,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,649500000.0,633240000.0,104090000.0,,44.6,136.8,,,-0.036000000000000004,,0.5088,0.287,1200000.0,-15080000.0,-4281000.0,-15278000.0,,18840000.0,,0.7225422953818016,18836000.0,-4287000.0,-15237000.0
ASMB,Health Care,Major Pharmaceuticals,202430000.0,-24740000.0,33020000.000000004,,0.7,2.4,,,7.18,,0.04650000000000001,0.9426000000000001,-69790000.0,-51620000.0,-4019000.0,-104613000.0,,237940000.0,-1.4,-0.39704681053469687,58311000.0,-3349000.0,-97634000.0
ASRT,Health Care,Major Pharmaceuticals,57790000.0,111300000.0,107220000.0,,0.8,0.4,5.3,,-0.373,,0.038900000000000004,0.4462,220020000.0,13950000.0,-3847000.0,-3726000.0,,34740000.0,-2.07,-0.41523155396192113,34737000.0,-10522000.0,-217201000.0
ASTE,Capital Goods,Construction/Ag Equipment/Trucks,1470000000.0,1360000000.0,22610000.0,,2.3,1.3,,113.9,-0.095,0.9,0.018799999999999997,0.9505,239410000.0,37020000.0,1609000.0,28260000.0,-0.452,112280000.0,0.5,-0.09405911667237075,108529000.0,1648000.0,22306000.0
AZN,Health Care,Major Pharmaceuticals,136350000000.0,150240000000.0,2630000000.0,1.1,11.0,5.2,20.9,54.0,0.027000000000000003,3.7,0.0,0.16820000000000002,19540000000.0,7700000000.0,1282000000.0,3126000000.0,1.167,8449999999.999999,0.9,0.4228803102414948,8072000000.0,648000000.0,1335000000.0
ATRO,Capital Goods,Military/Government/Technical,401420000.0,562310000.0,23930000.0,1.4,1.3,0.6,46.9,5.5,-0.39799999999999996,,0.0263,0.8059999999999999,171540000.0,41710000.0,-9387000.0,50156000.0,,29900000.0,-4.2,-0.358969960762452,29897000.0,-5254000.0,52017000.0
ALOT,Technology,Computer peripheral equipment,74570000.0,83970000.0,7170000.0,,1.0,0.6,,106.2,-0.159,1.9,0.046,0.4985,48760000.0,5800000.0,417000.0,2433000.0,-0.9740000000000001,9600000.0,-0.1,-0.145260347129506,9603000.0,12000.0,1759000.0
ASTC,Capital Goods,Biotechnology: Laboratory Analytical Instruments,37850000.0,39410000.0,18560000.0,,56.1,22.3,,,139.0,,0.1336,0.1323,39.0,-7090000.0,-1508000.0,-8114000.0,,1850000.0,-1.215,-0.4467005076142132,1853000.0,-2111000.0,-8311000.0
ASUR,Technology,EDP Services,136900000.0,155290000.0,18960000.0,2.8,1.0,1.7,33.5,,-0.10300000000000001,,0.1225,0.6492,43310000.0,-5920000.0,-4676000.0,-15895000.0,,12940000.0,1.9,-0.5577770942274172,12939000.0,-4759000.0,30001000.0
AACG,Consumer Services,Other Consumer Services,40130000.0,26000000.0,31350000.0,,1.0,1.5,,,0.039,,0.0,0.0004,35860000.0,,-16512581.0,-91409171.0,,,,-0.06562526533031303,111864329.0,19279619.0,-122253989.0
ATRA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),1540000000.0,1230000000.0,83000000.0,,4.3,,,,,,0.009300000000000001,1.0201,,-298910000.0,-74706000.0,-295681000.0,,327180000.0,-4.5,-0.15958717504797948,62620000.0,-74348000.0,-290976000.0
AVIR,Health Care,Major Pharmaceuticals,4420000000.0,4310000000.0,82620000.0,,21.8,,,,,,0.09570000000000001,0.2021,,-22730000.0,-9437000.0,-14608000.0,,105380000.0,,-0.08989394776841232,105383000.0,-17622000.0,-14034000.0
ATNX,Health Care,Major Pharmaceuticals,1040000000.0,941440000.0,93340000.0,,4.5,5.7,,,0.8320000000000001,,0.19519999999999998,0.5895,-49360000.0,-94440000.0,-29644000.0,-119362000.0,,228310000.0,-1.4,0.3555962644356522,143559000.0,-36806000.0,-123749000.0
ATHX,Health Care,Major Pharmaceuticals,379580000.0,317870000.0,197700000.0,,8.6,744.6,,,,,0.09539999999999998,0.2858,-33409999.999999996,-65560000.0,-22318000.0,-45488000.0,,61710000.0,-0.375,-0.2353699183466118,61711000.0,-22543000.0,-44582000.0
ATHA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),862480000.0,637180000.0,32490000.000000004,,3.3,,,,,,0.055,0.6713,,,-7397000.0,-5449000.0,,226270000.0,,0.9459056430970105,165725000.0,-8456000.0,-5161000.0
ATIF,Consumer Services,Professional Services,47130000.0,48770000.0,51360000.0,,2.7,53.2,,182.0,-0.825,,0.7587,0.0039000000000000003,458.59,-10110000.0,-3961790.0,-11080731.0,,2640000.0,-0.374,0.0,428258.0,-5918041.0,-14882699.0
AAME,Finance,Life Insurance,49200000.0,74050000.0,20410000.0,,0.3,0.2,,39.4,-0.031,,0.8003,0.0552,13480000.0,5070000.0,2796000.0,1723000.0,,8940000.0,0.058,-0.4533447474623945,8940000.0,1876000.0,-386000.0
ACBI,Finance,Major Banks,362180000.0,,20780000.0,1.4,1.0,4.0,14.9,19.3,0.083,,0.0319,0.8726,88880000.0,,0.0,0.0,0.053,139320000.0,0.9,0.7060347021572825,113958000.0,8618000.0,49855000.0
AUB,Finance,Major Banks,2820000000.0,,78720000.0,,1.0,4.4,13.6,19.3,-0.059000000000000004,2.7,0.0171,0.711,649600000.0,,0.0,0.0,0.146,708270000.0,2.4,-0.3812902306358519,520966000.0,61000000.0,193528000.0
AUBAP,Finance,Major Banks,,,,,,,,,-0.059000000000000004,,,,649600000.0,,0.0,0.0,0.146,708270000.0,,-0.3812902306358519,520966000.0,61000000.0,193528000.0
AY,Public Utilities,Electric Utilities: Central,4050000000.0,9310000000.0,110690000.0,,2.8,3.9,37.0,62.2,-0.002,5.6,0.4257,0.43920000000000003,1050000000.0,710740000.0,102067000.0,441307000.0,1.037,983560000.0,0.6,0.0001597425862324711,788895000.0,89380000.0,62135000.0
ATLC,Finance,Finance: Consumer Services,380850000.0,,15960000.0,,6.7,0.9,,6.6,7.6,,0.5922999999999999,0.17190000000000003,-14320000.0,,0.0,0.0,1.9709999999999999,149190000.0,3.0,0.07195769476717033,149194000.0,38855000.0,26443000.0
AAWW,Transportation,Transportation Services,1400000000.0,3470000000.0,27520000.0,,0.6,0.4,,,0.249,,0.0158,1.0014,842700000.0,697790000.0,120066000.0,186875000.0,0.235,717870000.0,-8.9,-0.011749692319129078,717867000.0,74054000.0,-293113000.0
ATCX,Consumer Services,Professional Services,113430000.0,371740000.0,12670000.0,,1.3,0.1,,,-0.064,,0.2095,0.5271,211310000.0,20890000.0,6902000.0,18291000.0,-0.589,11630000.0,,-0.31076358035661394,11635000.0,3564000.0,8030000.0
TEAM,Technology,Computer Software: Prepackaged Software,55550000000.0,54530000000.0,132160000.0,8.9,80.7,32.0,188.6,,0.264,,0.0123,0.9422,1350000000.0,63730000.0,11932000.0,14086000.0,,2180000000.0,-1.8,0.054253163410855225,1560262000.0,-21554000.0,-350654000.0
ATNI,Public Utilities,Telecommunications Equipment,767420000.0,780030000.0,15900000.0,,1.1,1.7,60.9,,-0.034,1.4,0.3081,0.6695,325780000.0,119620000.0,9584000.0,20722000.0,0.9209999999999999,135560000.0,-0.2,0.08297408612317506,135153000.0,2661000.0,-10806000.0
ATOM,Technology,Semiconductors,588730000.0,564160000.0,21460000.0,,23.7,2.42,,,,,0.19260000000000002,0.2477,280.0,-14110000.0,-3579000.0,-13625000.0,,25300000.0,-0.8,0.40812691344280544,25297000.0,-3578000.0,-13300000.0
ATOS,Health Care,Major Pharmaceuticals,89250000.0,80170000.0,71400000.0,,9.0,,,,,,0.0012,0.0649,,-12950000.0,-3508816.0,-17265425.0,,9110000.0,-1.378,0.2201892174666235,9105950.0,-3491071.0,-17239777.0
BCEL,Health Care,Major Pharmaceuticals,552800000.0,293560000.0,29990000.0,,2.1,,,4.4,,,0.045899999999999996,0.9059999999999999,,-84310000.0,-23422000.0,-72571000.0,,259260000.0,-6.3,0.32502240366424373,133072000.0,-22929000.0,-67484000.0
ATRC,Health Care,Medical/Dental Instruments,2510000000.0,2350000000.0,45020000.0,,6.0,10.7,,,-0.033,,0.0294,0.958,170340000.0,-34660000.0,-3799000.0,-34060000.0,,233070000.0,-1.1,-0.6229072998802557,33381000.0,-4949000.0,-35194000.0
ATRI,Health Care,Medical/Dental Instruments,1340000000.0,1300000000.0,1830000.0,,5.6,9.0,,41.3,-0.131,0.7,0.21850000000000003,0.6437,70690000.0,48830000.0,7583000.0,40529000.0,-0.245,42770000.0,17.7,-0.004274036267065023,23996000.0,7243000.0,36761000.0
LIFE,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),40540000.0,9890000.0,10190000.0,,1.2,3.3,,,-0.196,,0.0525,0.6456999999999999,-13630000.0,-16340000.0,-6512000.0,-22978000.0,,36150000.0,-2.318,-0.16091900887573965,18151000.0,-6599000.0,-23603000.0
AUBN,Finance,Major Banks,150750000.0,,3570000.0,,1.4,5.1,,18.7,-0.075,2.5,0.3618,0.1301,29790000.0,,0.0,0.0,-0.12300000000000001,102670000.0,2.2,-0.25510211484746254,102673000.0,1936000.0,9741000.0
AUUD,Technology,EDP Services,,,,,,,,,,,,,,,,,,,,,,,
AUUDW,Technology,EDP Services,,,,,,,,,,,,,,,,,,,,,,,
AUDC,Public Utilities,Telecommunications Equipment,982800000.0,951840000.0,32689999.999999996,,5.1,4.5,,99.1,0.1,,0.2668,0.3871,127140000.0,34660000.0,11225000.0,22601000.0,0.595,143620000.0,0.3,-0.6421400191639863,58635000.0,6964000.0,3977000.0
AEYE,Technology,Computer Software: Prepackaged Software,258820000.0,250620000.0,10020000.0,,31.0,12.6,,,0.924,,0.5445,0.15710000000000002,6380000.0,-4720000.0,-1278000.0,-7817797.0,,10290000.0,-0.6,3.8333333333333335,10295000.0,-1080000.0,-7783271.0
AUPH,Health Care,Major Pharmaceuticals,1790000000.0,1410000000.0,126250000.0,,4.4,13.43,1.43,,-0.8740000000000001,,0.0977,0.5587,-52550000.0,-108300000.0,-36641000.0,-76250000.0,,392040000.0,-1.4,0.07032278606280172,248758000.0,-34064000.0,-123846000.0
EARS,Health Care,Major Pharmaceuticals,34140000.0,34150000.0,11420000.0,,6.7,,,3.3,,,0.0605,0.0048,,,-1210354.0,-7259144.0,,,-1.327,0.0,39939.0,-1329251.0,-6631901.0
JG,Technology,"Computer Software: Programming, Data Processing",430490000.0,398910000.0,115720000.0,,6.9,5.0,7.2,,-0.462,,0.0146,0.2145,256740000.0,,-46589000.0,-147348000.0,,,-0.182,0.10126226015584347,336505000.0,-43693000.0,-109965000.0
ADSK,Technology,Computer Software: Prepackaged Software,67840000000.0,68319999999.99999,219890000.0,1.8,978.9,18.8,60.6,159.8,0.13,,0.0017000000000000001,0.9334,2980000000.0,691000000.0,172500000.0,374900000.0,0.982,1620000000.0,1.9,0.06750937630226421,1537000000.0,132200000.0,214500000.0
AUTL,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),471740000.0,346910000.0,52300000.0,,1.9,142.2,,,,,0.3186,0.2544,-102510000.0,-68940000.0,-42708000.0,-141962000.0,,217450000.0,-1.4,-0.1619899643470223,177695000.0,-37315000.0,-123849000.0
ADP,Technology,EDP Services,70610000000.0,71320000000.0,428810000.0,3.6,12.1,4.8,29.5,28.5,-0.006999999999999999,2.1,0.001,0.8223,6510000000.0,3810000000.0,768800000.0,3288700000.0,0.034,1620000000.0,5.7,-0.1547812418129421,1613100000.0,602100000.0,2466500000.0
AUTO,Technology,"Computer Software: Programming, Data Processing",36740000.0,40220000.0,13170000.0,,2.1,0.4,,,-0.376,,0.25239999999999996,0.20829999999999999,22570000.0,-3690000.0,-267000.0,-15338000.0,,11270000.0,-0.7,1.163147792706334,11270000.0,-448000.0,-15229000.0
AVDL,Health Care,Major Pharmaceuticals,397420000.0,294860000.0,58270000.0,,2.3,10.0,,24.3,,,0.058899999999999994,0.5694,47090000.0,-27350000.0,-13992000.0,-16826000.0,,233050000.0,0.3,-0.18659345821833342,83109000.0,-11703000.0,-33226000.0
AHI,Consumer Non-Durables,Package Goods/Cosmetics,,,,,,,,,,,,,,,,,,,,,,,
AVCO,Consumer Services,Professional Services,94420000.0,96480000.0,81400000.0,,17.8,65.1,,,-0.134,,0.6573,0.0327,284.14,-14240000.0,-3205524.0,-18422995.0,,1400000.0,-0.193,0.1172114985097282,1395510.0,-3251959.0,-18070161.0
ATXI,Health Care,Major Pharmaceuticals,104340000.0,100010000.0,16750000.0,,32.2,,17.9,,,,0.603,0.1649,,,-1037000.0,-26265000.0,,4330000.0,-0.5,-0.17728742628875785,4325000.0,-1028000.0,-25908000.0
AVEO,Health Care,Major Pharmaceuticals,216360000.0,161950000.0,28810000.0,,5.3,24.0,,84.8,-0.86,,0.0014000000000000002,0.3407,10840000.0,,-8060000.0,-374000.0,,68840000.0,-1.5,-0.12747974600394132,39848000.0,-8393000.0,9388000.0
AVNW,Technology,Radio And Television Broadcasting And Communications Equipment,182360000.0,149310000.0,5460000.0,,2.4,0.7,11.4,30.7,0.131,,0.1015,0.6188,84700000.0,15900000.0,6565000.0,7427000.0,108.926,36230000.0,1.1,-0.12955932529194097,36226000.0,5936000.0,257000.0
CDMO,Health Care,Major Pharmaceuticals,819370000.0,805590000.0,60560000.0,,16.5,10.5,,,0.15,,0.0698,0.6305,3930000.0,3240000.0,2252000.0,-10585000.0,,35660000.0,-0.0,0.2641877281911311,35664000.0,2284000.0,-10466000.0
CDMOP,Health Care,Major Pharmaceuticals,,,56000000.0,,,,,,0.15,11.2,0.0483,0.0,3930000.0,3240000.0,2252000.0,-10585000.0,,35660000.0,-0.0,0.2641877281911311,35664000.0,2284000.0,-10466000.0
AVID,Technology,Computer Software: Prepackaged Software,742250000.0,931330000.0,44210000.0,,,2.0,,38.1,-0.032,,0.0664,0.8454999999999999,252810000.0,45450000.0,13840000.0,32732000.0,1.524,49140000.0,0.4,-0.11713556825123064,49142000.0,7987000.0,7601000.0
RNA,Health Care,Major Pharmaceuticals,1060000000.0,715920000.0,37530000.0,,2.9,156.0,,,1.686,,0.1961,0.7746,-12220000.0,-33690000.0,-11466000.0,-17332000.0,,341140000.0,,-0.03207299841677874,341142000.0,-11439000.0,-24734000.0
AVGR,Health Care,Medical/Dental Instruments,76060000.0,67540000.0,84920000.0,,3.8,2.3,,0.0,-0.045,,0.013000000000000001,0.078,2870000.0,-17270000.0,-4101000.0,-19359000.0,,25330000.0,-0.763,0.5302719033232628,25326000.0,-4525000.0,-19450000.0
CAR,Consumer Services,Rental/Leasing Companies,2720000000.0,16320000000.0,69680000.0,,7.1,0.4,3.3,9.9,-0.44299999999999995,,0.0181,1.0175,2670000000.0,109000000.0,223000000.0,911000000.0,-0.762,1560000000.0,-6.3,0.24324324324324326,1564000000.0,45000000.0,302000000.0
RCEL,Health Care,Medical/Dental Instruments,491930000.0,427950000.0,21620000.0,,7.5,29.7,,,0.557,,0.0219,0.2007,11290000.0,-48620000.0,-10214000.0,-42679000.0,,65750000.0,,-0.10708999307432203,65753000.0,-10227000.0,-42030000.0
AVT,Technology,Electronic Components,3750000000.0,4950000000.0,98830000.0,1.3,0.9,0.2,22.4,30.4,0.02,1.9,0.009399999999999999,0.9837,2060000000.0,352810000.0,41520000.0,232760000.0,,483060000.0,-0.9,0.012615347205044461,483056000.0,-18889000.0,-31081000.0
AVRO,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),625080000.0,405530000.0,41450000.0,,3.1,,,,,,0.024,0.9209,,-114450000.0,-36718000.0,-75809000.0,,219550000.0,-3.3,-0.10162042720353548,219546000.0,-36780000.0,-72965000.0
AWRE,Technology,Computer Software: Prepackaged Software,95230000.0,52910000.0,21450000.0,,2.0,9.2,,,-0.17800000000000002,,0.4111,0.3636,10940000.0,-8090000.0,-2520000.0,-4129000.0,,42320000.0,-0.631,-0.058574892660897424,42318000.0,-1777000.0,-8340000.0
ACLS,Technology,Industrial Machinery/Components,1030000000.0,867000000.0,33500000.0,,2.2,2.2,20.2,23.3,0.59,,0.0194,0.8622,144150000.0,62920000.0,13882000.0,24205000.0,14.32,211970000.0,1.3,0.11362299043816329,211967000.0,10785000.0,17034000.0
AXLA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),198970000.0,106830000.0,37540000.0,,2.2,,,,,,0.1728,0.6718999999999999,,-54220000.0,-11725000.0,-57439000.0,,117250000.0,-2.0,-0.059863508234014144,114063000.0,-12437000.0,-59037000.0
AXGN,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,788100000.0,742260000.0,40620000.0,,6.5,7.2,,,0.17,,0.0368,0.8154,89360000.0,-23540000.0,-1045000.0,-28835000.0,,99130000.0,-0.6,-0.20337227827934148,60002000.0,-1479000.0,-29135000.0
AAXN,Capital Goods,Ordnance And Accessories,7970000000.0,7460000000.0,63550000.0,,8.8,12.1,96.1,7.03,0.272,,0.0115,0.8818,307290000.0,-2000000.0,3151000.0,-4394000.0,,506910000.0,-0.6,-0.44871308961857836,176000000.0,-873000.0,882000.0
AXNX,Health Care,Medical/Dental Instruments,2060000000.0,1820000000.0,39810000.0,,7.1,21.0,,,25.924,,0.0689,1.1292,7330000.0,-63980000.0,-8769000.0,-80599000.0,,269280000.0,-1.9,-0.06395670174048158,269280000.0,-9168000.0,-79935000.0
AXSM,Health Care,Major Pharmaceuticals,2870000000.0,2710000000.0,37340000.0,,21.1,,,,,,0.20989999999999998,0.6446999999999999,,-95800000.0,-21126801.0,-67105649.0,,202360000.0,-2.6,0.06124425128945894,202360292.0,-22924815.0,-68345186.0
AXTI,Technology,Semiconductors,478670000.0,461530000.0,41300000.0,,2.4,5.4,86.9,,0.284,,0.06480000000000001,0.6562,24820000.0,3540000.0,2177000.0,-314000.0,,26890000.0,-0.0,-0.15579860456345465,22384000.0,991000.0,-2600000.0
AYLA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),165350000.0,116600000.0,12780000.0,,3.5,53.3,,,-0.221,,0.5028,0.2974,1050000.0,-25480000.0,-7283000.0,-17711000.0,,48750000.0,,-0.15004794699677448,48749000.0,-7438000.0,-17792000.0
AYRO,Consumer Services,Telecommunications Equipment,190960000.0,164440000.0,28670000.0,,,,,,0.46399999999999997,,0.0967,0.016399999999999998,198.31,-7970000.0,-2389060.0,-8494402.0,,27920000.0,,2.525690189085288,27916838.0,-2680726.0,-8664693.0
AYTU,Health Care,Major Pharmaceuticals,116410000.0,80420000.0,17250000.0,,1.2,1.1,10.7,,8.39,,0.023700000000000002,0.25980000000000003,20080000.0,-11590000.0,-3556726.0,-20235268.0,,37910000.0,-1.8,-0.21152843653767342,37911065.0,-4305931.0,-13620679.0
AZYO,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),153290000.0,181700000.0,7090000.0,,,3.6,,,0.057,,0.0902,0.5988,19770000.0,-8950000.0,-2691000.0,-8409000.0,,1540000.0,,0.5595959595959596,1544000.0,-6731000.0,-11939000.0
AZRX,Health Care,Major Pharmaceuticals,25380000.0,14120000.0,34350000.0,,1.8,,,,,,0.1109,0.051399999999999994,,-9980000.0,-3711934.0,-14743747.0,,11370000.0,-0.899,10.542393014873852,11368680.0,-5313906.0,-15177686.0
RILY,Miscellaneous,Business Services,1320000000.0,2130000000.0,26840000.0,,3.5,2.0,,28.8,0.267,2.1,0.46009999999999995,0.45,132630000.0,,0.0,0.0,0.41,1310000000.0,1.7,0.5969054991388478,169676000.0,48379000.0,81611000.0
RILYG,Miscellaneous,Business Services,,,,,,,,,,,,,,,,,,,,,,,
RILYH,Miscellaneous,Business Services,,,,,,,,,,,,,44250000.0,,0.0,0.0,,,,1.5729966773833386,191274000.0,16997000.0,11556000.0
RILYI,Miscellaneous,Business Services,,,,,,,,,,,,,,,,,,,,,,,
RILYL,Miscellaneous,Business Services,,,,,,,,,0.267,,0.0,0.0408,132630000.0,,0.0,0.0,0.41,1310000000.0,1.7,0.5969054991388478,169676000.0,48379000.0,81611000.0
RILYM,Miscellaneous,Business Services,,,,,,,,,,,,,,,,,,,,,,,
RILYN,Miscellaneous,Business Services,,,,,,,,,,,,,,,,,,,,,,,
RILYO,Miscellaneous,Business Services,,,,,,,,,,,,,,,,,,,,,,,
RILYP,Miscellaneous,Business Services,,,,,,,,,0.267,,0.0,0.0,132630000.0,,0.0,0.0,0.41,1310000000.0,,0.5969054991388478,169676000.0,48379000.0,81611000.0
RILYZ,Miscellaneous,Business Services,,,,,,,,,,,,,,,,,,,,,,,
BOSC,Technology,Computer Communications Equipment,10580000.0,13520000.0,4390000.0,,0.9,0.3,,,0.033,,0.10039999999999999,0.0472,6660000.0,707.0,227000.0,549000.0,,669.0,-0.361,0.4966442953020134,669000.0,179000.0,-913000.0
BIDU,Technology,"Computer Software: Programming, Data Processing",81470000000.0,71000000000.0,341080000.0,2.3,2.9,5.0,20.7,151.8,0.005,,0.0025,0.6890999999999999,44560000000.0,,6156000000.0,6307000000.0,,,12.8,-0.0946483856700575,18423000000.0,13678000000.0,2057000000.0
BCPC,Basic Industries,Major Chemicals,3950000000.0,4070000000.0000005,32350000.0,8.4,4.8,5.7,37.1,47.9,0.10400000000000001,0.5,0.0075,0.8733,211370000.0,159160000.0,29089000.0,104826000.0,0.043,78970000.0,2.5,0.03350478359312629,78967000.0,21568000.0,79671000.0
BLDP,Energy,Industrial Machinery/Components,8140000000.000001,7800000000.0,281900000.0,,16.0,57.3,,,0.038,,0.2165,0.258,22590000.0,-29620000.0,-7887000.0,-27575000.0,,361750000.0,-0.2,1.1246424648925486,361748000.0,-11756000.0,-39050000.0
BANF,Finance,Major Banks,2040000000.0,,32680000.0,,1.9,4.8,20.0,20.7,-0.128,2.0,0.4213,0.45289999999999997,410860000.0,,0.0,0.0,-0.374,1840000000.0,3.0,0.026382522815813297,1835524000.0,20890000.0,134879000.0
BANFP,Finance,Major Banks,,,,,,,,,,,,,,,,,,,,,,,
BAND,Technology,Computer Software: Prepackaged Software,3930000000.0,3700000000.0,22070000.0,,12.2,13.0,666.6,,0.401,,0.0492,1.0265,107910000.0,6430000.0,1864000.0,-17418000.0,,530960000.00000006,-1.1,0.03161740194309555,300179000.0,-2352000.0,2494000.0
BFC,Finance,Major Banks,535230000.0,,7730000.0,,1.8,5.4,,15.0,0.305,1.4,0.1209,0.2547,77050000.0,,0.0,0.0,0.645,83110000.0,4.6,-0.544368648825544,80752000.0,10954000.0,26694000.0
